130 8385
44 64 581
44 65 373
44 66 439
44 67 164
44 68 461
44 69 602
44 70 472
44 71 270
44 72 200
44 73 299
44 74 344
44 75 351
44 76 440
44 77 399
44 78 291
44 79 250
44 80 146
44 81 333
44 82 475
44 83 277
44 84 497
44 85 392
44 86 647
44 87 301
44 88 594
44 89 381
44 90 364
44 91 258
44 92 226
44 93 62
44 94 397
44 95 270
44 96 154
44 97 496
44 98 452
44 99 315
44 100 263
44 101 544
44 102 213
44 103 382
44 104 362
44 105 349
44 106 131
44 107 392
44 108 196
44 109 473
44 110 412
44 111 566
44 112 330
44 113 486
44 114 226
44 115 362
44 116 263
44 117 293
44 118 139
44 119 510
44 120 107
44 121 235
44 122 88
44 123 563
44 124 497
44 125 371
44 126 213
44 127 379
44 128 351
44 129 462
44 130 238
45 46 264
45 47 400
45 48 390
45 49 491
45 50 190
45 51 461
45 52 621
45 53 472
45 54 272
45 55 474
45 56 595
45 57 627
45 58 485
45 59 295
45 60 473
45 61 104
45 62 110
45 63 310
45 64 234
45 65 566
45 66 377
45 67 482
45 68 345
45 69 256
45 70 263
45 71 133
45 72 550
45 73 561
45 74 599
45 75 602
45 76 49
45 77 481
45 78 386
45 79 394
45 80 256
45 81 471
45 82 638
45 83 215
45 84 479
45 85 341
45 86 312
45 87 474
45 88 274
45 89 375
45 90 322
45 91 624
45 92 501
45 93 347
45 94 414
45 95 393
45 96 472
45 97 260
45 98 375
45 99 595
45 100 316
45 101 665
45 102 608
45 103 503
45 104 232
45 105 99
45 106 425
45 107 232
45 108 256
45 109 84
45 110 358
45 111 662
45 112 121
45 113 452
45 114 244
45 115 168
45 116 364
45 117 147
45 118 265
45 119 523
45 120 486
45 121 346
45 122 461
45 123 664
45 124 175
45 125 321
45 126 283
45 127 196
45 128 71
45 129 143
45 130 164
46 47 138
46 48 442
46 49 256
46 50 75
46 51 201
46 52 451
46 53 228
46 54 111
46 55 209
46 56 455
46 57 485
46 58 251
46 59 198
46 60 213
46 61 348
46 62 224
46 63 380
46 64 459
46 65 423
46 66 356
46 67 236
46 68 395
46 69 481
46 70 378
46 71 131
46 72 316
46 73 376
46 74 420
46 75 426
46 76 304
46 77 402
46 78 247
46 79 258
46 80 16
46 81 353
46 82 519
46 83 157
46 84 470
46 85 306
46 86 530
46 87 334
46 88 479
46 89 344
46 90 276
46 91 384
46 92 302
46 93 82
46 94 373
46 95 272
46 96 225
46 97 397
46 98 398
46 99 401
46 100 226
46 101 575
46 102 344
46 103 400
46 104 275
46 105 210
46 106 205
46 107 302
46 108 88
46 109 338
46 110 362
46 111 588
46 112 192
46 113 452
46 114 115
46 115 232
46 116 251
46 117 156
46 118 33
46 119 495
46 120 235
46 121 184
46 122 199
46 123 586
46 124 376
46 125 282
46 126 127
46 127 279
46 128 211
46 129 340
46 130 100
47 48 544
47 49 202
47 50 213
47 51 104
47 52 437
47 53 165
47 54 206
47 55 77
47 56 462
47 57 487
47 58 201
47 59 241
47 60 111
47 61 486
47 62 344
47 63 492
47 64 595
47 65 431
47 66 390
47 67 115
47 68 500
47 69 617
47 70 501
47 71 266
47 72 252
47 73 357
47 74 401
47 75 408
47 76 442
47 77 454
47 78 236
47 79 304
47 80 149
47 81 389
47 82 533
47 83 246
47 84 547
47 85 344
47 86 665
47 87 358
47 88 614
47 89 427
47 90 317
47 91 303
47 92 284
47 93 59
47 94 447
47 95 323
47 96 104
47 97 523
47 98 495
47 99 372
47 100 308
47 101 602
47 102 208
47 103 438
47 104 393
47 105 334
47 106 189
47 107 422
47 108 166
47 109 476
47 110 456
47 111 623
47 112 313
47 113 534
47 114 194
47 115 335
47 116 313
47 117 275
47 118 150
47 119 562
47 120 156
47 121 184
47 122 61
47 123 621
47 124 512
47 125 325
47 126 174
47 127 405
47 128 342
47 129 477
47 130 238
48 49 472
48 50 400
48 51 525
48 52 425
48 53 483
48 54 341
48 55 580
48 56 362
48 57 386
48 58 465
48 59 606
48 60 535
48 61 341
48 62 479
48 63 80
48 64 304
48 65 349
48 66 737
48 67 659
48 68 49
48 69 308
48 70 137
48 71 403
48 72 503
48 73 414
48 74 426
48 75 425
48 76 366
48 77 214
48 78 679
48 79 281
48 80 426
48 81 268
48 82 362
48 83 530
48 84 120
48 85 692
48 86 307
48 87 302
48 88 267
48 89 134
48 90 665
48 91 569
48 92 406
48 93 490
48 94 145
48 95 261
48 96 648
48 97 156
48 98 53
48 99 450
48 100 239
48 101 346
48 102 696
48 103 258
48 104 178
48 105 460
48 106 413
48 107 163
48 108 509
48 109 363
48 110 93
48 111 326
48 112 469
48 113 94
48 114 522
48 115 534
48 116 252
48 117 467
48 118 413
48 119 170
48 120 508
48 121 619
48 122 591
48 123 330
48 124 263
48 125 667
48 126 552
48 127 199
48 128 430
48 129 270
48 130 394
49 50 312
49 51 104
49 52 239
49 53 36
49 54 221
49 55 170
49 56 276
49 57 297
49 58 7
49 59 429
49 60 105
49 61 549
49 62 476
49 63 448
49 64 626
49 65 249
49 66 585
49 67 284
49 68 440
49 69 645
49 70 483
49 71 371
49 72 60
49 73 161
49 74 203
49 75 210
49 76 519
49 77 314
49 78 438
49 79 191
49 80 255
49 81 241
49 82 350
49 83 410
49 84 432
49 85 537
49 86 681
49 87 202
49 88 628
49 89 338
49 90 509
49 91 132
49 92 96
49 93 200
49 94 340
49 95 211
49 96 277
49 97 512
49 98 419
49 99 171
49 100 248
49 101 426
49 102 238
49 103 285
49 104 377
49 105 460
49 106 69
49 107 408
49 108 331
49 109 548
49 110 380
49 111 453
49 112 445
49 113 429
49 114 362
49 115 488
49 116 220
49 117 411
49 118 238
49 119 431
49 120 54
49 121 382
49 122 199
49 123 450
49 124 542
49 125 516
49 126 356
49 127 407
49 128 455
49 129 513
49 130 335
50 51 271
50 52 481
50 53 288
50 54 114
50 55 284
50 56 473
50 57 504
50 58 306
50 59 208
50 60 283
50 61 273
50 62 166
50 63 330
50 64 385
50 65 441
50 66 354
50 67 307
50 68 351
50 69 407
50 70 319
50 71 59
50 72 372
50 73 410
50 74 453
50 75 458
50 76 229
50 77 397
50 78 279
50 79 268
50 80 66
50 81 360
50 82 531
50 83 141
50 84 445
50 85 305
50 86 457
50 87 348
50 88 408
50 89 320
50 90 276
50 91 444
50 92 341
50 93 158
50 94 354
50 95 276
50 96 297
50 97 334
50 98 362
50 99 440
50 100 213
50 101 578
50 102 419
50 103 404
50 104 224
50 105 149
50 106 252
50 107 247
50 108 109
50 109 263
50 110 329
50 111 586
50 112 136
50 113 424
50 114 122
50 115 190
50 116 251
50 117 106
50 118 76
50 119 477
50 120 299
50 121 220
50 122 275
50 123 586
50 124 304
50 125 280
50 126 152
50 127 220
50 128 143
50 129 267
50 130 25
51 52 343
51 53 68
51 54 215
51 55 67
51 56 378
51 57 400
51 58 106
51 59 343
51 60 12
51 61 535
51 62 424
51 63 486
51 64 630
51 65 349
51 66 495
51 67 180
51 68 486
51 69 650
51 70 509
51 71 330
51 72 148
51 73 265
51 74 307
51 75 315
51 76 496
51 77 397
51 78 340
51 79 255
51 80 206
51 81 326
51 82 451
51 83 339
51 84 505
51 85 448
51 86 693
51 87 290
51 88 639
51 89 396
51 90 421
51 91 199
51 92 197
51 93 125
51 94 407
51 95 276
51 96 172
51 97 535
51 98 472
51 99 275
51 100 286
51 101 525
51 102 172
51 103 373
51 104 399
51 105 410
51 106 120
51 107 430
51 108 258
51 109 529
51 110 432
51 111 550
51 112 392
51 113 497
51 114 288
51 115 425
51 116 275
51 117 355
51 118 196
51 119 511
51 120 53
51 121 288
51 122 95
51 123 547
51 124 545
51 125 429
51 126 273
51 127 421
51 128 412
51 129 511
51 130 296
52 53 275
52 54 367
52 55 409
52 56 72
52 57 72
52 58 237
52 59 645
52 60 344
52 61 643
52 62 643
52 63 443
52 64 677
52 65 75
52 66 804
52 67 524
52 68 417
52 69 691
52 70 501
52 71 531
52 72 209
52 73 79
52 74 36
52 75 28
52 76 632
52 77 211
52 78 668
52 79 226
52 80 443
52 81 167
52 82 132
52 83 608
52 84 331
52 85 754
52 86 709
52 87 149
52 88 659
52 89 309
52 90 725
52 91 224
52 92 153
52 93 422
52 94 283
52 95 230
52 96 516
52 97 532
52 98 379
52 99 74
52 100 307
52 101 214
52 102 449
52 103 167
52 104 426
52 105 624
52 106 254
52 107 449
52 108 537
52 109 651
52 110 353
52 111 250
52 112 615
52 113 343
52 114 566
52 115 671
52 116 258
52 117 587
52 118 423
52 119 303
52 120 292
52 121 609
52 122 438
52 123 245
52 124 604
52 125 731
52 126 570
52 127 468
52 128 608
52 129 586
52 130 498
53 54 207
53 55 135
53 56 310
53 57 332
53 58 37
53 59 395
53 60 70
53 61 535
53 62 451
53 63 452
53 64 619
53 65 282
53 66 550
53 67 249
53 68 448
53 69 639
53 70 483
53 71 348
53 72 90
53 73 197
53 74 239
53 75 247
53 76 502
53 77 338
53 78 401
53 79 204
53 80 228
53 81 265
53 82 383
53 83 379
53 84 451
53 85 502
53 86 677
53 87 227
53 88 623
53 89 350
53 90 474
53 91 156
53 92 129
53 93 167
53 94 356
53 95 225
53 96 241
53 97 511
53 98 429
53 99 207
53 100 251
53 101 458
53 102 216
53 103 311
53 104 375
53 105 435
53 106 69
53 107 406
53 108 299
53 109 533
53 110 390
53 111 484
53 112 419
53 113 446
53 114 330
53 115 460
53 116 230
53 117 384
53 118 213
53 119 454
53 120 25
53 121 346
53 122 163
53 123 481
53 124 534
53 125 481
53 126 322
53 127 403
53 128 432
53 129 504
53 130 313
54 55 254
54 56 359
54 57 390
54 58 214
54 59 305
54 60 228
54 61 328
54 62 276
54 63 286
54 64 415
54 65 327
54 66 459
54 67 319
54 68 295
54 69 435
54 70 298
54 71 164
54 72 278
54 73 298
54 74 340
54 75 344
54 76 298
54 77 292
54 78 359
54 79 154
54 80 96
54 81 248
54 82 418
54 83 250
54 84 359
54 85 410
54 86 477
54 87 234
54 88 424
54 89 234
54 90 380
54 91 353
54 92 232
54 93 149
54 94 262
54 95 164
54 96 308
54 97 322
54 98 293
54 99 329
54 100 115
54 101 469
54 102 384
54 103 294
54 104 189
54 105 257
54 106 153
54 107 219
54 108 195
54 109 326
54 110 255
54 111 479
54 112 248
54 113 342
54 114 218
54 115 305
54 116 142
54 117 220
54 118 78
54 119 384
54 120 225
54 121 296
54 122 258
54 123 478
54 124 330
54 125 385
54 126 236
54 127 206
54 128 245
54 129 298
54 130 131
55 56 445
55 57 467
55 58 172
55 59 312
55 60 65
55 61 556
55 62 421
55 63 536
55 64 660
55 65 417
55 66 454
55 67 115
55 68 539
55 69 682
55 70 553
55 71 340
55 72 207
55 73 332
55 74 373
55 75 380
55 76 513
55 77 462
55 78 293
55 79 318
55 80 218
55 81 393
55 82 519
55 83 323
55 84 568
55 85 411
55 86 727
55 87 357
55 88 675
55 89 455
55 90 386
55 91 244
55 92 264
55 93 126
55 94 469
55 95 339
55 96 108
55 97 577
55 98 529
55 99 339
55 100 341
55 101 593
55 102 135
55 103 440
55 104 443
55 105 410
55 106 185
55 107 473
55 108 244
55 109 547
55 110 489
55 111 618
55 112 390
55 113 558
55 114 271
55 115 413
55 116 335
55 117 352
55 118 215
55 119 576
55 120 116
55 121 248
55 122 32
55 123 615
55 124 576
55 125 393
55 126 249
55 127 460
55 128 417
55 129 541
55 130 310
56 57 32
56 58 273
56 59 653
56 60 381
56 61 606
56 62 629
56 63 388
56 64 628
56 65 32
56 66 811
56 67 558
56 68 359
56 69 641
56 70 450
56 71 518
56 72 260
56 73 120
56 74 95
56 75 88
56 76 600
56 77 149
56 78 685
56 79 206
56 80 445
56 81 124
56 82 73
56 83 608
56 84 262
56 85 761
56 86 655
56 87 124
56 88 607
56 89 256
56 90 731
56 91 288
56 92 181
56 93 438
56 94 225
56 95 203
56 96 550
56 97 480
56 98 320
56 99 134
56 100 279
56 101 152
56 102 502
56 103 106
56 104 386
56 105 609
56 106 273
56 107 405
56 108 543
56 109 617
56 110 298
56 111 185
56 112 603
56 113 276
56 114 570
56 115 663
56 116 231
56 117 579
56 118 424
56 119 231
56 120 330
56 121 624
56 122 473
56 123 180
56 124 560
56 125 737
56 126 579
56 127 428
56 128 591
56 129 545
56 130 487
57 58 294
57 59 682
57 60 402
57 61 637
57 62 661
57 63 416
57 64 658
57 65 63
57 66 841
57 67 581
57 68 386
57 69 669
57 70 478
57 71 550
57 72 275
57 73 137
57 74 103
57 75 95
57 76 632
57 77 175
57 78 713
57 79 238
57 80 475
57 81 156
57 82 60
57 83 638
57 84 281
57 85 791
57 86 683
57 87 156
57 88 635
57 89 285
57 90 761
57 91 296
57 92 204
57 93 466
57 94 253
57 95 235
57 96 573
57 97 508
57 98 346
57 99 143
57 100 311
57 101 142
57 102 517
57 103 135
57 104 417
57 105 641
57 106 299
57 107 435
57 108 572
57 109 648
57 110 326
57 111 178
57 112 635
57 113 298
57 114 600
57 115 694
57 116 263
57 117 610
57 118 454
57 119 246
57 120 351
57 121 652
57 122 495
57 123 173
57 124 590
57 125 767
57 126 608
57 127 459
57 128 623
57 129 576
57 130 519
58 59 427
58 60 107
58 61 542
58 62 471
58 63 440
58 64 619
58 65 245
58 66 583
58 67 287
58 68 433
58 69 638
58 70 475
58 71 365
58 72 65
58 73 159
58 74 202
58 75 209
58 76 512
58 77 308
58 78 437
58 79 183
58 80 250
58 81 235
58 82 346
58 83 406
58 84 425
58 85 535
58 86 674
58 87 196
58 88 620
58 89 330
58 90 506
58 91 139
58 92 92
58 93 198
58 94 333
58 95 204
58 96 279
58 97 504
58 98 411
58 99 170
58 100 240
58 101 422
58 102 244
58 103 279
58 104 369
58 105 455
58 106 62
58 107 400
58 108 328
58 109 541
58 110 372
58 111 449
58 112 440
58 113 422
58 114 358
58 115 484
58 116 213
58 117 406
58 118 233
58 119 425
58 120 57
58 121 381
58 122 201
58 123 445
58 124 535
58 125 514
58 126 353
58 127 400
58 128 449
58 129 506
58 130 330
59 60 352
59 61 399
59 62 191
59 63 533
59 64 529
59 65 621
59 66 158
59 67 253
59 68 557
59 69 551
59 70 511
59 71 207
59 72 485
59 73 568
59 74 612
59 75 619
59 76 344
59 77 598
59 78 92
59 79 457
59 80 210
59 81 552
59 82 718
59 83 82
59 84 654
59 85 109
59 86 607
59 87 532
59 88 565
59 89 529
59 90 80
59 91 543
59 92 493
59 93 228
59 94 561
59 95 469
59 96 247
59 97 521
59 98 570
59 99 590
59 100 417
59 101 773
59 102 418
59 103 599
59 104 428
59 105 196
59 106 392
59 107 447
59 108 111
59 109 378
59 110 538
59 111 785
59 112 174
59 113 633
59 114 87
59 115 146
59 116 448
59 117 153
59 118 231
59 119 684
59 120 392
59 121 73
59 122 284
59 123 784
59 124 461
59 125 86
59 126 74
59 127 416
59 128 223
59 129 426
59 130 212
60 61 547
60 62 435
60 63 497
60 64 642
60 65 352
60 66 502
60 67 180
60 68 497
60 69 663
60 70 521
60 71 342
60 72 145
60 73 266
60 74 308
60 75 315
60 76 509
60 77 404
60 78 346
60 79 264
60 80 218
60 81 332
60 82 454
60 83 349
60 84 513
60 85 456
60 86 705
60 87 295
60 88 652
60 89 406
60 90 429
60 91 191
60 92 200
60 93 136
60 94 416
60 95 285
60 96 172
60 97 547
60 98 482
60 99 274
60 100 297
60 101 529
60 102 161
60 103 379
60 104 411
60 105 422
60 106 128
60 107 442
60 108 268
60 109 541
60 110 443
60 111 555
60 112 403
60 113 506
60 114 298
60 115 436
60 116 285
60 117 366
60 118 208
60 119 519
60 120 51
60 121 295
60 122 94
60 123 551
60 124 557
60 125 437
60 126 282
60 127 433
60 128 424
60 129 524
60 130 309
61 62 212
61 63 265
61 64 130
61 65 580
61 66 475
61 67 576
61 68 302
61 69 152
61 70 204
61 71 224
61 72 604
61 73 592
61 74 626
61 75 628
61 76 54
61 77 475
61 78 490
61 79 420
61 80 337
61 81 482
61 82 639
61 83 319
61 84 446
61 85 443
61 86 208
61 87 493
61 88 173
61 89 362
61 90 424
61 91 680
61 92 541
61 93 430
61 94 401
61 95 413
61 96 566
61 97 191
61 98 339
61 99 628
61 100 337
61 101 653
61 102 691
61 103 506
61 104 220
61 105 204
61 106 480
61 107 206
61 108 354
61 109 26
61 110 334
61 111 644
61 112 225
61 113 418
61 114 345
61 115 270
61 116 386
61 117 250
61 118 342
61 119 494
61 120 552
61 121 449
61 122 548
61 123 646
61 124 86
61 125 423
61 126 385
61 127 178
61 128 175
61 129 70
61 130 248
62 63 400
62 64 343
62 65 598
62 66 269
62 67 406
62 68 431
62 69 364
62 70 361
62 71 112
62 72 536
62 73 575
62 74 617
62 75 621
62 76 158
62 77 534
62 78 283
62 79 422
62 80 222
62 81 510
62 82 682
62 83 118
62 84 555
62 85 232
62 86 421
62 87 504
62 88 384
62 89 439
62 90 212
62 91 607
62 92 507
62 93 300
62 94 477
62 95 427
62 96 398
62 97 363
62 98 455
62 99 605
62 100 355
62 101 720
62 102 550
62 103 549
62 104 307
62 105 20
62 106 418
62 107 316
62 108 181
62 109 190
62 110 432
62 111 722
62 112 32
62 113 529
62 114 160
62 115 59
62 116 399
62 117 69
62 118 238
62 119 595
62 120 459
62 121 251
62 122 403
62 123 723
62 124 284
62 125 211
62 126 196
62 127 280
62 128 49
62 129 251
62 130 145
63 64 246
63 65 369
63 66 659
63 67 605
63 68 37
63 69 255
63 70 66
63 71 327
63 72 486
63 73 417
63 74 438
63 75 437
63 76 287
63 77 241
63 78 610
63 79 263
63 80 364
63 81 277
63 82 402
63 83 455
63 84 182
63 85 615
63 86 267
63 87 305
63 88 219
63 89 134
63 90 589
63 91 557
63 92 395
63 93 435
63 94 162
63 95 245
63 96 594
63 97 94
63 98 77
63 99 455
63 100 201
63 101 400
63 102 659
63 103 281
63 104 105
63 105 381
63 106 383
63 107 86
63 108 440
63 109 285
63 110 90
63 111 385
63 112 391
63 113 154
63 114 450
63 115 456
63 116 229
63 117 391
63 118 352
63 119 232
63 120 477
63 121 551
63 122 543
63 123 388
63 124 192
63 125 591
63 126 483
63 127 120
63 128 350
63 129 194
63 130 322
64 65 607
64 66 604
64 67 693
64 68 281
64 69 22
64 70 180
64 71 344
64 72 677
64 73 639
64 74 667
64 75 667
64 76 185
64 77 485
64 78 620
64 79 469
64 80 446
64 81 510
64 82 647
64 83 448
64 84 422
64 85 573
64 86 78
64 87 531
64 88 52
64 89 373
64 90 554
64 91 752
64 92 600
64 93 537
64 94 406
64 95 457
64 96 682
64 97 152
64 98 323
64 99 677
64 100 390
64 101 645
64 102 794
64 103 522
64 104 256
64 105 334
64 106 557
64 107 230
64 108 477
64 109 154
64 110 333
64 111 628
64 112 355
64 113 395
64 114 471
64 115 400
64 116 433
64 117 378
64 118 446
64 119 472
64 120 639
64 121 576
64 122 656
64 123 632
64 124 84
64 125 553
64 126 510
64 127 220
64 128 305
64 129 119
64 130 363
65 66 779
65 67 529
65 68 343
65 69 620
65 70 429
65 71 487
65 72 237
65 73 99
65 74 85
65 75 80
65 76 573
65 77 136
65 78 654
65 79 175
65 80 413
65 81 98
65 82 102
65 83 575
65 84 256
65 85 729
65 86 637
65 87 93
65 88 587
65 89 236
65 90 699
65 91 272
65 92 152
65 93 406
65 94 208
65 95 173
65 96 520
65 97 460
65 98 304
65 99 120
65 100 249
65 101 177
65 102 478
65 103 91
65 104 360
65 105 578
65 106 242
65 107 381
65 108 511
65 109 590
65 110 280
65 111 206
65 112 572
65 113 268
65 114 538
65 115 631
65 116 201
65 117 547
65 118 392
65 119 231
65 120 303
65 121 592
65 122 444
65 123 202
65 124 536
65 125 705
65 126 547
65 127 402
65 128 560
65 129 520
65 130 456
66 67 373
66 68 687
66 69 625
66 70 627
66 71 335
66 72 640
66 73 726
66 74 771
66 75 777
66 76 423
66 77 750
66 78 167
66 79 613
66 80 367
66 81 707
66 82 875
66 83 212
66 84 797
66 85 49
66 86 682
66 87 690
66 88 649
66 89 673
66 90 79
66 91 694
66 92 651
66 93 385
66 94 708
66 95 624
66 96 371
66 97 631
66 98 706
66 99 748
66 100 567
66 101 928
66 102 543
66 103 754
66 104 559
66 105 283
66 106 551
66 107 573
66 108 268
66 109 451
66 110 677
66 111 939
66 112 270
66 113 774
66 114 241
66 115 209
66 116 601
66 117 269
66 118 387
66 119 831
66 120 546
66 121 206
66 122 424
66 123 938
66 124 552
66 125 74
66 126 233
66 127 539
66 128 316
66 129 520
66 130 351
67 68 615
67 69 715
67 70 611
67 71 352
67 72 321
67 73 446
67 74 488
67 75 495
67 76 527
67 77 564
67 78 206
67 79 415
67 80 251
67 81 497
67 82 631
67 83 292
67 84 661
67 85 335
67 86 765
67 87 464
67 88 715
67 89 542
67 90 314
67 91 352
67 92 377
67 93 170
67 94 561
67 95 435
67 96 11
67 97 632
67 98 610
67 99 454
67 100 423
67 101 704
67 102 170
67 103 546
67 104 505
67 105 401
67 106 291
67 107 533
67 108 227
67 109 563
67 110 571
67 111 728
67 112 378
67 113 649
67 114 246
67 115 382
67 116 427
67 117 342
67 118 256
67 119 675
67 120 231
67 121 180
67 122 85
67 123 725
67 124 612
67 125 322
67 126 211
67 127 513
67 128 416
67 129 575
67 130 329
68 69 289
68 70 103
68 71 353
68 72 475
68 73 397
68 74 415
68 75 413
68 76 323
68 77 211
68 78 630
68 79 251
68 80 379
68 81 253
68 82 369
68 83 480
68 84 145
68 85 642
68 86 297
68 87 284
68 88 251
68 89 111
68 90 616
68 91 544
68 92 381
68 93 445
68 94 134
68 95 232
68 96 603
68 97 129
68 98 42
68 99 434
68 100 199
68 101 364
68 102 658
68 103 253
68 104 128
68 105 412
68 106 378
68 107 115
68 108 460
68 109 323
68 110 65
68 111 349
68 112 421
68 113 117
68 114 472
68 115 486
68 116 219
68 117 418
68 118 366
68 119 194
68 120 473
68 121 571
68 122 549
68 123 352
68 124 230
68 125 618
68 126 503
68 127 151
68 128 382
68 129 232
68 130 345
69 70 191
69 71 366
69 72 695
69 73 655
69 74 681
69 75 682
69 76 207
69 77 496
69 78 642
69 79 486
69 80 468
69 81 523
69 82 657
69 83 470
69 84 428
69 85 594
69 86 57
69 87 545
69 88 45
69 89 384
69 90 576
69 91 770
69 92 617
69 93 559
69 94 417
69 95 473
69 96 704
69 97 161
69 98 331
69 99 692
69 100 407
69 101 653
69 102 816
69 103 534
69 104 273
69 105 356
69 106 576
69 107 246
69 108 499
69 109 175
69 110 344
69 111 634
69 112 377
69 113 401
69 114 493
69 115 421
69 116 449
69 117 400
69 118 468
69 119 478
69 120 659
69 121 598
69 122 677
69 123 638
69 124 105
69 125 574
69 126 532
69 127 238
69 128 327
69 129 140
69 130 385
70 71 304
70 72 527
70 73 470
70 74 494
70 75 494
70 76 233
70 77 305
70 78 593
70 79 307
70 80 363
70 81 334
70 82 467
70 83 431
70 84 248
70 85 585
70 86 208
70 87 359
70 88 157
70 89 194
70 90 561
70 91 599
70 92 440
70 93 443
70 94 226
70 95 292
70 96 600
70 97 30
70 98 144
70 99 508
70 100 235
70 101 467
70 102 681
70 103 343
70 104 110
70 105 344
70 106 415
70 107 79
70 108 428
70 109 227
70 110 153
70 111 452
70 112 357
70 113 220
70 114 433
70 115 419
70 116 271
70 117 363
70 118 355
70 119 298
70 120 506
70 121 538
70 122 556
70 123 455
70 124 127
70 125 562
70 126 469
70 127 99
70 128 312
70 129 134
70 130 306
71 72 430
71 73 462
71 74 504
71 75 509
71 76 176
71 77 429
71 78 290
71 79 311
71 80 124
71 81 400
71 82 572
71 83 127
71 84 463
71 85 289
71 86 419
71 87 393
71 88 372
71 89 341
71 90 262
71 91 503
71 92 395
71 93 213
71 94 378
71 95 316
71 96 342
71 97 315
71 98 370
71 99 494
71 100 247
71 101 614
71 102 474
71 103 441
71 104 225
71 105 93
71 106 309
71 107 241
71 108 133
71 109 211
71 110 342
71 111 618
71 112 85
71 113 439
71 114 131
71 115 147
71 116 289
71 117 67
71 118 135
71 119 499
71 120 359
71 121 237
71 122 328
71 123 618
71 124 267
71 125 264
71 126 169
71 127 209
71 128 84
71 129 230
71 130 35
72 73 140
72 74 174
72 75 182
72 76 576
72 77 326
72 78 489
72 79 224
72 80 315
72 81 253
72 82 332
72 83 469
72 84 450
72 85 593
72 86 729
72 87 213
72 88 675
72 89 368
72 90 565
72 91 75
72 92 100
72 93 257
72 94 364
72 95 243
72 96 315
72 97 556
72 98 450
72 99 136
72 100 292
72 101 412
72 102 242
72 103 291
72 104 424
72 105 520
72 106 124
72 107 454
72 108 390
72 109 604
72 110 412
72 111 443
72 112 505
72 113 450
72 114 420
72 115 548
72 116 257
72 117 471
72 118 298
72 119 442
72 120 95
72 121 435
72 122 238
72 123 439
72 124 594
72 125 572
72 126 412
72 127 457
72 128 515
72 129 565
72 130 395
73 74 44
73 75 51
73 76 576
73 77 211
73 78 589
73 79 172
73 80 369
73 81 146
73 82 192
73 83 533
73 84 338
73 85 677
73 86 679
73 87 113
73 88 627
73 89 286
73 90 647
73 91 174
73 92 74
73 93 343
73 94 269
73 95 182
73 96 438
73 97 501
73 98 364
73 99 37
73 100 255
73 101 272
73 102 382
73 103 169
73 104 383
73 105 556
73 106 175
73 107 409
73 108 461
73 109 598
73 110 332
73 111 304
73 112 546
73 113 344
73 114 490
73 115 600
73 116 207
73 117 516
73 118 349
73 119 320
73 120 215
73 121 530
73 122 360
73 123 299
73 124 562
73 125 654
73 126 493
73 127 423
73 128 542
73 129 540
73 130 429
74 75 7
74 76 612
74 77 216
74 78 634
74 79 206
74 80 413
74 81 161
74 82 162
74 83 578
74 84 340
74 85 722
74 86 703
74 87 135
74 88 652
74 89 304
74 90 692
74 91 194
74 92 119
74 93 388
74 94 282
74 95 213
74 96 480
74 97 525
74 98 378
74 99 40
74 100 288
74 101 244
74 102 415
74 103 171
74 104 413
74 105 598
74 106 220
74 107 437
74 108 506
74 109 633
74 110 350
74 111 279
74 112 588
74 113 350
74 114 535
74 115 643
74 116 240
74 117 559
74 118 393
74 119 316
74 120 256
74 121 575
74 122 402
74 123 274
74 124 591
74 125 699
74 126 538
74 127 453
74 128 583
74 129 572
74 130 471
75 76 615
75 77 213
75 78 640
75 79 209
75 80 418
75 81 160
75 82 155
75 83 583
75 84 337
75 85 728
75 86 703
75 87 136
75 88 652
75 89 303
75 90 698
75 91 201
75 92 126
75 93 394
75 94 281
75 95 214
75 96 488
75 97 525
75 98 377
75 99 47
75 100 290
75 101 237
75 102 422
75 103 169
75 104 414
75 105 602
75 106 226
75 107 438
75 108 512
75 109 635
75 110 349
75 111 272
75 112 593
75 113 347
75 114 541
75 115 648
75 116 242
75 117 564
75 118 398
75 119 312
75 120 263
75 121 581
75 122 410
75 123 267
75 124 593
75 125 705
75 126 544
75 127 455
75 128 587
75 129 573
75 130 476
76 77 478
76 78 436
76 79 406
76 80 295
76 81 476
76 82 639
76 83 265
76 84 463
76 85 389
76 86 263
76 87 483
76 88 226
76 89 368
76 90 370
76 91 651
76 92 520
76 93 387
76 94 407
76 95 402
76 96 517
76 97 225
76 98 357
76 99 611
76 100 325
76 101 660
76 102 648
76 103 504
76 104 223
76 105 149
76 106 451
76 107 216
76 108 303
76 109 35
76 110 346
76 111 654
76 112 170
76 113 436
76 114 292
76 115 216
76 116 374
76 117 196
76 118 301
76 119 510
76 120 518
76 121 395
76 122 503
76 123 656
76 124 131
76 125 369
76 126 332
76 127 183
76 128 121
76 129 103
76 130 204
77 78 648
77 79 150
77 80 389
77 81 73
77 82 164
77 83 538
77 84 126
77 85 701
77 86 507
77 87 114
77 88 460
77 89 114
77 90 671
77 91 380
77 92 226
77 93 413
77 94 78
77 95 132
77 96 554
77 97 334
77 98 171
77 99 244
77 100 184
77 101 185
77 102 552
77 103 44
77 104 255
77 105 514
77 106 277
77 107 269
77 108 488
77 109 489
77 110 151
77 111 189
77 112 513
77 113 133
77 114 510
77 115 577
77 116 150
77 117 495
77 118 369
